date,type,category,amount
2024-12-26,debit,medical,4057.76
2024-06-08,credit,refunds,926.01
2024-10-25,debit,education,3508.07
2024-05-28,debit,education,3288.92
2025-01-16,debit,finance,3064.41
2024-06-09,credit,bank transfer,255.69
2024-08-27,credit,government benefits,1532.42
2024-11-15,debit,personal,3404.9
2024-08-03,debit,personal,14.33
2024-11-11,debit,finance,2129.48
2024-08-21,credit,salary,704.57
2025-01-23,debit,medical,342.13
2024-09-05,debit,education,2021.57
2025-01-25,credit,investments returns,273.15
2024-06-24,debit,medical,2924.38
2024-11-24,debit,medical,797.39
2024-12-02,debit,education,2537.13
2024-11-01,debit,personal,1816.83
2024-10-05,debit,medical,135.08
2025-04-17,credit,salary,4785.35
2024-05-25,debit,shopping,559.49
2024-10-17,credit,investments returns,4288.36
2024-11-11,debit,finance,1154.91
2024-11-15,credit,investments returns,3594.39
2024-12-27,credit,refunds,4242.14
2024-06-05,debit,gambling,2465.51
2025-04-07,debit,shopping,438.42
2024-06-14,credit,refunds,875.91
2025-04-27,credit,investments returns,1158.08
2024-10-19,debit,education,3290.15
2024-07-29,credit,government benefits,1313.39
2024-12-26,credit,salary,3715.57
2024-10-23,credit,government benefits,18.73
2024-06-27,debit,finance,4417.61
2024-11-06,credit,gambling,4829.05
2024-09-26,credit,gambling,3327.02
2024-05-17,credit,bank transfer,1017.41
2024-11-09,credit,investments returns,1969.58
2025-03-02,debit,shopping,70.26
2025-04-28,credit,investments returns,1051.9
2025-04-23,credit,refunds,4981.32
2024-05-11,credit,salary,137.57
2025-04-14,debit,medical,1916.03
2025-02-17,debit,gambling,4544.12
2024-07-18,credit,gambling,893.37
2025-02-08,debit,personal,1490.9
2024-10-28,debit,medical,1920.7
2024-09-17,debit,education,2056.79
2025-02-22,credit,bank transfer,2630.12
2024-07-28,credit,government benefits,4776.81
2025-04-18,credit,government benefits,4617.07
2024-05-25,credit,refunds,2763.88
2024-10-19,credit,bank transfer,2915.16
2025-03-01,debit,gambling,4412.31
2025-04-11,debit,gambling,3984.64
2025-01-21,debit,shopping,4081.21
2024-06-23,debit,gambling,3774.2
2024-06-26,debit,education,4082.23
2025-01-29,credit,gambling,4817.46
2025-02-04,debit,shopping,2867.13
2024-11-02,credit,refunds,3157.94
2024-08-06,credit,investments returns,1990.53
2024-07-15,debit,shopping,1928.57
2024-06-29,credit,gambling,1744.23
2025-01-06,debit,personal,4355.04
2024-09-02,debit,personal,1871.08
2024-10-02,credit,government benefits,2533.0
2024-10-20,debit,personal,3487.53
2025-04-06,credit,government benefits,3211.11
2024-09-21,credit,salary,3172.95
2024-08-15,credit,gambling,3316.31
2024-05-31,credit,investments returns,1917.11
2025-01-28,credit,gambling,3359.66
2024-08-14,debit,education,469.15
2024-09-06,credit,bank transfer,4052.27
2024-08-18,credit,government benefits,3869.0
2024-07-31,debit,education,3017.72
2025-01-13,credit,refunds,1619.82
2024-08-22,credit,salary,4231.7
2024-07-29,debit,personal,4339.65
2024-07-11,debit,gambling,1249.08
2025-01-27,credit,refunds,1759.81
2025-01-01,debit,personal,1842.8
2025-03-13,debit,education,1631.11
2024-10-22,credit,gambling,3935.15
2025-04-23,credit,gambling,860.57
2024-08-20,credit,salary,1372.11
2025-01-30,debit,medical,895.39
2025-01-23,credit,investments returns,3208.84
2024-12-29,debit,personal,1621.51
2024-10-01,credit,salary,3296.4
2024-11-03,credit,salary,3417.47
2024-06-04,debit,personal,3888.73
2025-03-06,debit,education,582.25
2025-03-30,debit,finance,3656.86
2024-07-28,credit,bank transfer,3649.24
2024-07-15,debit,medical,1019.51
2024-09-09,credit,gambling,4375.52
2025-01-12,credit,bank transfer,918.34
2024-09-05,debit,finance,4473.97
2024-12-19,credit,investments returns,4168.21
2024-10-23,credit,refunds,4356.98
2024-05-12,debit,education,3503.95
2025-02-12,credit,refunds,116.23
2024-07-04,credit,gambling,4436.34
2024-12-21,debit,education,2124.12
2025-03-04,credit,investments returns,2406.27
2025-01-18,debit,medical,3010.01
2024-10-31,debit,education,1950.94
2024-09-30,credit,gambling,2660.66
2024-06-13,credit,refunds,4387.14
2025-04-28,credit,government benefits,3932.36
2024-10-15,debit,education,4958.29
2025-04-29,credit,government benefits,2591.72
2024-11-19,debit,personal,3261.82
2024-11-19,credit,bank transfer,1213.13
2024-12-04,debit,gambling,1303.16
2025-01-11,credit,investments returns,2436.83
2025-01-20,debit,personal,1432.39
2025-03-01,debit,personal,641.97
2024-07-17,credit,refunds,2628.61
2025-01-06,credit,bank transfer,1273.52
2025-02-08,credit,gambling,3840.93
2025-01-17,debit,gambling,4777.44
2024-08-27,credit,gambling,519.8
2024-10-09,debit,finance,1052.36
2024-11-25,debit,education,984.43
2024-11-09,credit,investments returns,2503.32
2024-11-23,credit,investments returns,2364.46
2024-06-27,debit,education,3792.68
2024-12-08,debit,gambling,3924.19
2025-04-14,debit,personal,2147.64
2024-08-09,debit,finance,2904.8
2024-07-27,credit,bank transfer,80.09
2025-04-07,debit,gambling,4239.28
2024-09-21,credit,investments returns,856.35
2025-01-26,debit,medical,2375.53
2025-01-12,credit,gambling,4979.39
2024-09-15,debit,medical,1461.55
2024-08-05,debit,education,2085.71
2025-02-12,credit,salary,2011.3
2024-08-27,debit,medical,1293.41
2024-07-19,debit,education,1878.82
2024-11-08,debit,personal,2151.92
2025-04-12,debit,finance,174.94
2024-07-07,credit,investments returns,3682.98
2024-09-30,debit,education,4822.76
2025-03-24,credit,investments returns,2787.45
2024-06-28,debit,medical,4324.28
2025-04-28,debit,shopping,3673.28
2024-09-06,debit,finance,969.33
2025-04-20,debit,shopping,4334.29
2025-03-30,credit,bank transfer,4860.72
2025-03-12,credit,government benefits,2278.79
2024-11-02,debit,shopping,4611.83
2024-07-28,credit,investments returns,3841.23
2024-08-02,credit,salary,2414.77
2024-09-16,debit,education,1379.47
2024-07-15,debit,personal,3853.86
2025-02-09,credit,gambling,4342.67
2024-07-02,credit,refunds,1237.29
2024-07-29,credit,gambling,2782.17
2024-06-01,debit,gambling,25.28
2025-04-06,credit,investments returns,768.72
2024-12-30,credit,gambling,1621.38
2025-05-04,debit,gambling,1602.39
2024-09-15,credit,salary,2348.45
2024-11-08,debit,personal,2475.14
2025-03-10,credit,investments returns,3202.66
2025-04-19,debit,finance,2707.85
2024-08-28,credit,government benefits,572.2
2024-08-01,credit,gambling,1321.19
2024-05-28,credit,bank transfer,1464.45
2024-11-07,credit,investments returns,4021.3
2025-05-05,credit,bank transfer,1349.73
2025-04-13,credit,investments returns,3042.65
2024-06-19,credit,salary,929.33
2024-09-09,debit,education,3110.54
2024-12-18,debit,gambling,2721.05
2024-08-29,credit,government benefits,1372.4
2024-12-05,credit,salary,2569.09
2024-08-31,debit,finance,3837.54
2024-09-11,debit,medical,146.73
2024-12-18,credit,government benefits,1699.04
2024-10-06,debit,shopping,128.3
2024-12-01,debit,finance,4813.92
2024-12-04,credit,government benefits,359.25
2024-09-11,credit,refunds,1621.58
2024-07-26,debit,finance,4957.1
2024-11-30,credit,refunds,1456.54
2025-02-10,debit,personal,1101.36
2025-04-08,debit,gambling,220.13
2025-03-21,credit,investments returns,2341.41
2024-11-26,debit,personal,1250.65
2025-03-23,debit,medical,2107.52
2024-08-11,credit,salary,1287.12
2024-09-30,credit,bank transfer,84.84
2024-09-22,debit,personal,4205.79
2025-02-19,credit,investments returns,3529.2
2025-01-29,debit,finance,2679.88
2024-08-19,debit,personal,4264.64
2024-12-07,credit,salary,1173.39
2024-06-05,debit,personal,68.55
2025-03-02,credit,government benefits,4352.17
2025-02-06,credit,bank transfer,4973.07
2024-12-26,debit,gambling,3900.2
2024-06-17,credit,salary,3292.15
2025-05-05,credit,salary,2411.57
2024-11-10,credit,bank transfer,101.19
2025-05-01,debit,gambling,4113.91
2024-12-21,credit,government benefits,1486.18
2025-04-16,debit,gambling,2477.74
2025-03-26,debit,gambling,2877.29
2025-05-06,credit,refunds,2134.39
2024-06-06,credit,refunds,4719.74
2024-08-13,credit,gambling,2086.66
2025-02-10,debit,shopping,4981.51
2025-03-24,credit,refunds,3388.93
2025-01-22,credit,bank transfer,3956.29
2024-11-12,debit,personal,4587.98
2024-12-03,credit,refunds,4103.05
2025-05-06,credit,investments returns,4010.39
2024-10-25,credit,investments returns,504.2
2024-08-08,debit,education,274.99
2024-07-02,debit,medical,1573.31
2024-09-25,debit,finance,2242.16
2025-01-19,credit,government benefits,3017.74
2024-11-12,debit,gambling,56.38
2024-12-15,debit,shopping,4614.31
2025-04-28,credit,government benefits,1548.24
2024-05-25,credit,bank transfer,4771.81
2024-06-09,debit,personal,1019.89
2025-01-20,credit,bank transfer,3548.0
2024-08-08,debit,finance,1612.74
2024-09-15,credit,bank transfer,4478.89
2025-02-01,credit,government benefits,479.9
2024-12-08,credit,salary,3920.07
2025-02-22,debit,finance,2643.04
2024-08-18,debit,education,1440.46
2025-02-10,credit,salary,1128.23
2025-03-31,debit,education,2153.24
2024-05-25,debit,medical,1496.68
2024-10-22,credit,bank transfer,3617.82
2024-11-08,debit,gambling,2287.12
2024-08-17,credit,government benefits,4456.76
2024-06-02,credit,refunds,2747.19
2024-07-31,credit,investments returns,943.75
2024-06-28,debit,education,2638.44
2024-10-18,debit,education,2438.91
2024-10-28,credit,salary,3481.3
2025-02-07,credit,bank transfer,2629.17
2024-07-18,credit,gambling,2960.33
2024-12-19,credit,investments returns,355.5
2024-09-12,credit,refunds,3500.79
2025-01-02,debit,education,4236.52
2025-03-03,debit,education,1249.58
2024-06-20,credit,salary,1043.9
2024-05-19,debit,education,2431.82
2024-08-27,credit,refunds,1886.34
2024-05-16,debit,shopping,4190.08
2024-09-19,debit,gambling,1831.74
2024-10-16,credit,refunds,2646.3
2024-06-21,debit,medical,13.49
2024-07-09,credit,government benefits,83.29
2025-02-06,debit,finance,3152.64
2024-07-20,credit,gambling,3167.02
2024-12-26,debit,medical,625.17
2024-07-01,credit,gambling,4486.03
2025-01-25,debit,finance,2539.44
2025-04-06,credit,government benefits,3154.7
2024-10-23,credit,bank transfer,1589.52
2024-10-24,credit,investments returns,2579.61
2024-09-30,credit,investments returns,1167.79
2025-01-04,debit,shopping,2639.46
2025-01-27,credit,salary,4832.43
2024-12-28,credit,refunds,4626.38
2024-12-14,credit,bank transfer,3729.67
2024-12-16,credit,salary,2567.55
2025-04-19,credit,salary,3297.29
2025-01-08,debit,gambling,2736.51
2024-07-19,debit,medical,3004.01
2025-03-04,debit,shopping,4794.1
2024-08-29,debit,medical,4132.98
2024-11-23,credit,salary,3729.68
2024-12-21,debit,finance,3068.97
2024-06-12,debit,medical,190.33
2024-11-14,debit,education,4437.08
2025-02-01,credit,gambling,424.57
2025-05-04,credit,bank transfer,4326.73
2024-12-19,debit,gambling,2909.79
2024-05-17,credit,refunds,666.08
2024-09-21,debit,shopping,689.83
2025-05-07,debit,education,673.51
2024-09-15,credit,refunds,3815.46
2024-12-04,debit,personal,1462.83
2024-08-29,credit,investments returns,3135.31
2025-03-27,credit,bank transfer,4830.63
2025-02-07,debit,medical,475.39
2024-07-20,debit,medical,577.57
2025-04-29,credit,gambling,324.5
2024-07-17,debit,finance,1023.59
2024-05-30,debit,personal,2412.68
2024-11-09,debit,finance,2594.99
2025-02-01,credit,investments returns,1953.45
2024-08-25,credit,gambling,3192.09
2025-03-01,debit,personal,2095.85
2024-10-10,credit,refunds,1388.1
2025-01-20,debit,gambling,4698.94
2024-09-25,credit,salary,4777.34
2025-04-07,debit,education,2856.62
2024-12-11,debit,finance,4188.51
2024-06-03,credit,gambling,4204.82
2025-02-17,credit,refunds,1890.15
2024-05-27,debit,gambling,4497.58
2025-04-12,debit,gambling,3359.71
2024-10-06,debit,education,1201.27
2025-01-25,credit,investments returns,1813.88
2024-12-22,credit,investments returns,144.95
2024-05-08,credit,bank transfer,3561.85
2024-10-18,credit,refunds,2101.43
2024-11-27,credit,refunds,2798.5
2025-01-01,credit,salary,1630.25
2024-08-17,debit,gambling,4216.35
2024-07-31,debit,medical,3625.31
2025-01-24,debit,shopping,800.3
2025-04-06,credit,investments returns,4400.4
2024-08-30,debit,personal,1986.05
2024-08-20,debit,medical,2400.62
2024-10-29,credit,refunds,2079.6
2024-08-04,credit,investments returns,4546.87
2025-04-22,debit,shopping,4062.51
2025-01-02,credit,investments returns,2942.17
2024-07-27,credit,government benefits,208.16
2024-06-17,credit,bank transfer,91.24
2024-12-21,credit,bank transfer,1283.87
2024-10-03,credit,bank transfer,1473.55
2024-06-10,debit,shopping,1532.26
2024-05-24,debit,finance,251.77
2024-09-14,credit,gambling,2004.58
2024-09-13,debit,medical,1090.09
2025-04-07,credit,investments returns,4823.01
2024-06-25,debit,personal,4205.85
2024-08-29,debit,medical,3940.41
2025-02-12,debit,medical,3164.63
2024-07-28,credit,refunds,2646.35
2025-02-07,credit,gambling,3230.17
2025-03-28,credit,government benefits,555.99
2025-04-12,credit,gambling,4655.27
2025-05-02,debit,medical,2598.78
2025-02-04,debit,personal,2219.63
2024-10-10,credit,refunds,4664.94
2025-01-12,credit,salary,870.48
2024-10-08,credit,investments returns,146.79
2024-12-04,credit,government benefits,193.92
2024-09-16,debit,personal,3223.02
2024-10-25,credit,salary,33.46
2025-02-06,debit,personal,2150.36
2024-08-28,credit,refunds,362.07
2025-04-09,debit,gambling,2823.29
2024-06-07,debit,finance,2813.81
2025-02-12,credit,bank transfer,2562.45
2024-06-03,credit,bank transfer,2295.4
2024-09-28,credit,government benefits,4319.75
2024-07-02,debit,medical,4180.56
2024-12-21,credit,bank transfer,2827.43
2024-06-04,credit,bank transfer,3255.24
2024-07-25,debit,finance,4697.98
2025-02-22,credit,government benefits,2502.0
2024-06-23,credit,salary,4149.33
2025-05-07,debit,finance,2262.82
2024-08-17,debit,education,3807.86
2024-09-19,debit,education,4821.72
2024-12-23,debit,finance,618.62
2024-06-02,credit,government benefits,2020.74
2025-05-05,debit,personal,4271.32
2025-01-02,credit,bank transfer,1019.24
2024-05-12,credit,refunds,1430.51
2024-11-20,debit,shopping,925.94
2024-09-30,debit,personal,2771.92
2024-08-07,credit,salary,4400.04
2024-11-13,debit,finance,837.84
2024-10-09,debit,personal,1298.47
2024-08-28,debit,finance,3672.47
2025-03-18,debit,shopping,1717.08
2024-08-17,debit,finance,2145.84
2025-02-19,debit,shopping,3620.0
2024-10-02,debit,shopping,741.9
2024-09-07,credit,gambling,2005.32
2025-02-22,credit,government benefits,4358.33
2025-02-21,credit,salary,1955.29
2025-01-29,debit,finance,1909.55
2024-11-17,debit,shopping,3963.17
2025-03-26,debit,gambling,4906.27
2024-08-22,credit,salary,842.93
2024-09-08,credit,salary,3588.26
2024-11-26,credit,gambling,1440.75
2024-05-09,credit,government benefits,4271.12
2025-02-14,credit,refunds,1712.03
2024-06-06,credit,gambling,1850.94
2025-05-01,credit,government benefits,2019.29
2025-01-08,credit,investments returns,2220.74
2025-03-22,debit,education,2915.1
2024-07-22,credit,government benefits,152.72
2025-04-26,debit,education,3541.69
2025-02-12,debit,gambling,4337.42
2024-12-23,credit,gambling,2569.88
2025-01-23,debit,gambling,3573.29
2025-02-06,credit,gambling,3424.48
2025-03-30,credit,bank transfer,33.09
2025-02-18,credit,bank transfer,2017.02
2025-04-09,credit,salary,2725.01
2025-04-13,credit,refunds,4633.39
2024-07-29,credit,refunds,611.35
2025-04-27,credit,investments returns,4147.07
2024-09-24,credit,refunds,3265.88
2024-07-24,credit,investments returns,2432.58
2024-07-25,credit,refunds,4866.2
2024-07-18,debit,shopping,3744.56
2024-07-25,debit,personal,4176.8
2024-12-23,debit,medical,333.96
2024-12-13,debit,medical,2843.9
2025-04-08,debit,personal,1086.84
2024-08-01,debit,finance,603.91
2024-11-12,debit,finance,1846.06
2024-10-25,debit,medical,3605.16
2024-07-13,debit,education,714.97
2025-02-27,credit,gambling,296.01
2025-03-10,debit,personal,2288.22
2024-05-22,credit,investments returns,1470.6
2024-07-21,credit,salary,1616.98
2024-07-04,credit,bank transfer,65.29
2024-07-07,debit,finance,2892.14
2024-07-28,debit,shopping,2717.48
2024-12-27,credit,bank transfer,122.96
2024-10-25,credit,refunds,995.05
2025-03-30,debit,education,773.5
2024-11-24,debit,medical,538.16
2025-04-16,credit,investments returns,3755.98
2024-07-30,credit,salary,1094.04
2025-01-10,debit,finance,447.37
2024-06-18,credit,investments returns,2886.45
2024-07-19,credit,investments returns,4506.66
2024-05-13,debit,personal,500.41
2024-12-15,debit,education,4459.05
2025-02-27,debit,shopping,4130.23
2025-03-25,credit,gambling,2141.6
2024-12-07,debit,gambling,3568.91
2024-10-29,debit,gambling,273.74
2025-03-29,credit,government benefits,3737.36
2024-05-21,debit,personal,1363.26
2025-04-05,debit,medical,3673.01
2025-01-05,credit,gambling,3498.57
2024-10-10,debit,personal,2119.69
2024-08-21,debit,education,3351.2
2024-07-10,credit,government benefits,2069.96
2025-03-24,credit,salary,1532.88
2024-07-02,credit,investments returns,2928.14
2024-10-19,debit,gambling,3485.33
2024-11-24,credit,gambling,1863.69
2024-09-30,debit,medical,2367.35
2024-08-12,credit,gambling,3339.88
2025-02-06,credit,salary,4528.76
2024-08-06,debit,personal,3557.88
2024-09-03,credit,gambling,3520.83
2025-01-13,debit,education,1931.12
2024-08-20,debit,medical,2472.71
2024-11-24,debit,finance,3598.47
2025-03-11,credit,government benefits,3997.73
2025-01-19,credit,gambling,4676.83
2024-11-02,credit,bank transfer,1326.53
2024-09-23,debit,gambling,339.24
2024-08-04,debit,shopping,3933.3
2025-04-27,credit,investments returns,1709.16
2024-07-16,debit,shopping,1183.36
2024-08-02,credit,salary,1271.9
2025-02-28,debit,personal,3760.94
2025-03-01,credit,bank transfer,132.69
2024-06-09,debit,personal,26.49
2025-05-03,debit,gambling,4048.46
2024-11-12,credit,bank transfer,3272.49
2024-09-27,credit,gambling,403.0
2024-12-06,debit,gambling,2076.1
2024-12-31,credit,bank transfer,1907.13
2025-04-10,debit,gambling,3633.99
2024-07-21,debit,shopping,3986.4
2025-04-04,debit,education,4146.65
2025-03-30,debit,gambling,3954.17
2025-03-17,credit,refunds,216.07
2024-06-15,credit,government benefits,2966.87
2025-01-21,debit,personal,2226.2
2024-05-27,debit,medical,4207.11
2025-01-23,debit,personal,262.5
2024-05-13,credit,refunds,887.19
2024-07-18,debit,personal,3315.76
2024-10-24,credit,government benefits,983.3
2024-10-18,credit,salary,3449.62
2024-07-26,debit,gambling,3607.34
